Level	Rule Name	Subject	Property	Value
INFO	lowercase_definition	role	elucidation	<b is a role means: b is a realizable entity & b exists because there is some single bearer that is in some special physical, social, or institutional set of circumstances in which this bearer does not have to be& b is not such that, if it ceases to exist, then the physical make-up of the bearer is thereby changed. (axiom label in BFO2 Reference: [061-001])@en>
INFO	lowercase_definition	generically dependent continuant	definition	<b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en>
INFO	lowercase_definition	part_of	definition	a core relation that holds between a part and its whole@en
INFO	lowercase_definition	has_part	definition	a core relation that holds between a whole and its part@en
INFO	lowercase_definition	realized in	elucidation	<[copied from inverse property 'realizes'] to say that b realizes c at t is to assert that there is some material entity d & b is a process which has participant d at t & c is a disposition or role of which d is bearer_of at t& the type instantiated by b is correlated with the type instantiated by c. (axiom label in BFO2 Reference: [059-003])@en>
INFO	lowercase_definition	realizes	elucidation	<to say that b realizes c at t is to assert that there is some material entity d & b is a process which has participant d at t & c is a disposition or role of which d is bearer_of at t& the type instantiated by b is correlated with the type instantiated by c. (axiom label in BFO2 Reference: [059-003])@en>
INFO	lowercase_definition	preceded by	definition	<x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en>
INFO	lowercase_definition	precedes	definition	<x precedes y if and only if the time point at which x ends is before or equivalent to the time point at which y starts. Formally: x precedes y iff ω(x) <= α(y), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en>
INFO	lowercase_definition	occurs in	definition	b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	contains process	definition	[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	lipid	definition	'Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides (fats and oils) and phospholipids, as well as nonsaponifiable lipids, principally steroids.
INFO	lowercase_definition	clofazimine	definition	3-Isopropylimino-3,5-dihydro-phenazine in which the hydrogen at position 5 is substituted substituted by a 4-chlorophenyl group, and that at position 2 is substituted by a (4-chlorophenyl)amino group. A dark red crystalline solid, clofazimine is an antimycobacterial and is one of the main drugs used for the treatment of  multi-bacillary leprosy. However, it can cause red/brown discolouration of the skin, so other treatments are often preferred in light-skinned patients.
INFO	lowercase_definition	neamine	definition	2-Deoxy-D-streptamine glycosylated at the 4-oxygen with a 6-amino-alpha-D-glucosaminyl group.
INFO	lowercase_definition	data about an ontology part	definition	data about an ontology part is a data item about a part of an ontology, for example a term@en
INFO	lowercase_definition	definition source	definition	<formal citation, e.g. identifier in external database to indicate / attribute source(s) for the definition. Free text indicate / attribute source(s) for the definition. EXAMPLE: Author Name, URI, MeSH Term C04, PUBMED ID, Wiki uri on 31.01.2007@en>
INFO	lowercase_definition	organizational term	definition	term created to ease viewing/sort terms for development purpose, and will not be included in a release@en
INFO	lowercase_definition	obsolete effector of pathogenicity phenotype	definition	(Required for successful infection of the host species). The ability of an organism to activate or suppress host defences to enable infectious disease. (Irrespective of the host genotype).
INFO	lowercase_definition	obsolete effector of virulence phenotype	definition	"(gene for gene relationships) or defined from the phenotype described in the published study.
The pathogen has the ability to cause infectious disease dependent upon the gene for gene relationship between the pathogen and host genotype."
INFO	lowercase_definition	inheres in	definition	a relation between a specifically dependent continuant (the dependent) and an independent continuant (the bearer), in which the dependent specifically depends on the bearer for its existence@en
INFO	lowercase_definition	bearer of	definition	a relation between an independent continuant (the bearer) and a specifically dependent continuant (the dependent), in which the dependent specifically depends on the bearer for its existence@en
INFO	lowercase_definition	participates in	definition	a relation between a continuant and a process, in which the continuant is somehow involved in the process@en
INFO	lowercase_definition	has participant	definition	a relation between a process and a continuant, in which the continuant is somehow involved in the process@en
INFO	lowercase_definition	role of	definition	a relation between a role and an independent continuant (the bearer), in which the role specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has role	definition	a relation between an independent continuant (the bearer) and a role, in which the role specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has disposition	definition	a relation between an independent continuant (the bearer) and a disposition, in which the disposition specifically depends on the bearer for its existence@en
INFO	lowercase_definition	disposition of	definition	inverse of has disposition
INFO	lowercase_definition	axiom holds for all times	definition	"<## ElucidationThis is used when the statement/axiom is assumed to hold true 'eternally'## How to interpret (informal)First the \""atemporal\"" FOL is derived from the OWL using the standardinterpretation. This axiom is temporalized by embedding the axiomwithin a for-all-times quantified sentence. The t argument is added toall instantiation predicates and predicates that use this relation.## Example Class: nucleus SubClassOf: part_of some cell forall t : forall n : instance_of(n,Nucleus,t) implies exists c : instance_of(c,Cell,t) part_of(n,c,t)## NotesThis interpretation is *not* the same as an at-all-times relation>"
INFO	lowercase_definition	has component process	definition	w 'has process component' p if p and w are processes,  w 'has part' p and w is such that it can be directly disassembled into into n parts p, p2, p3, ..., pn, where these parts are of similar type.
INFO	lowercase_definition	overlaps	definition	x overlaps y if and only if there exists some z such that x has part z and z part of y
INFO	lowercase_definition	never in taxon	definition	"x never in taxon T if and only if T is a class, and x does not instantiate the class expression \""in taxon some T\"". Note that this is a shortcut relation, and should be used as a hasValue restriction in OWL."
INFO	lowercase_definition	has component	definition	w 'has component' p if w 'has part' p and w is such that it can be directly disassembled into into n parts p, p2, p3, ..., pn, where these parts are of similar type.
INFO	lowercase_definition	regulates	definition	<process(P1) regulates process(P2) iff: P1 results in the initiation or termination of P2 OR affects the frequency of its initiation or termination OR affects the magnitude or rate of output of P2.>
INFO	lowercase_definition	regulates	definition	x regulates y if and only if the x is the realization of a function to exert an effect on the frequency, rate or extent of y
INFO	lowercase_definition	negatively regulates	definition	x negatively regulates y if and only if the progression of x reduces the frequency, rate or extent of y
INFO	lowercase_definition	positively regulates	definition	x positively regulates y if and only if the progression of x increases the frequency, rate or extent of y
INFO	lowercase_definition	capable of part of	definition	c stands in this relationship to p if and only if there exists some p' such that c is capable_of p', and p' is part_of p.
INFO	lowercase_definition	obsolete has active participant	definition	x has participant y if and only if x realizes some active role that inheres in y
INFO	lowercase_definition	has input	definition	<p has input c iff: p is a process, c is a material entity, c is a participant in p, c is present at the start of p, and the state of c is modified during p.>
INFO	lowercase_definition	has output	definition	p has output c iff c is a participant in p, c is present at the end of p, and c is not present at the beginning of p.
INFO	lowercase_definition	acts upstream of	definition	c acts upstream of p if and only if c enables some f that is involved in p' and p' occurs chronologically before p, is not part of p, and affects the execution of p. c is a material entity and f, p, p' are processes.
INFO	lowercase_definition	acts upstream of or within	definition	c acts upstream of or within p if c is enables f, and f is causally upstream of or within p. c is a material entity and p is an process.
INFO	lowercase_definition	results in developmental progression of	definition	p results in the developmental progression of s iff p is a developmental process and s is an anatomical structure and p causes s to undergo a change in state at some point along its natural developmental cycle (this cycle starts with its formation, through the mature structure, and ends with its loss).
INFO	lowercase_definition	inheres in part of	definition	q inheres in part of w if and only if there exists some p such that q inheres in p and p part of w.
INFO	lowercase_definition	part of structure that is capable of	definition	this relation holds between c and p when c is part of some c', and c' is capable of p.
INFO	lowercase_definition	involved in	definition	c involved_in p if and only if c enables some process p', and p' is part of p
INFO	lowercase_definition	enabled by	definition	inverse of enables
INFO	lowercase_definition	regulated by	definition	inverse of regulates
INFO	lowercase_definition	negatively regulated by	definition	inverse of negatively regulates
INFO	lowercase_definition	positively regulated by	definition	inverse of positively regulates
INFO	lowercase_definition	input of	definition	inverse of has input
INFO	lowercase_definition	output of	definition	inverse of has output
INFO	lowercase_definition	causally downstream of	definition	inverse of upstream of
INFO	lowercase_definition	causally upstream of	definition	p is causally upstream of q if and only if p precedes q and p and q are linked in a causal chain
INFO	lowercase_definition	immediately causally upstream of	definition	p is immediately causally upstream of q iff both (a) p immediately precedes q and (b) p is causally upstream of q. In addition, the output of p  must be an input of q.
INFO	lowercase_definition	causally upstream of or within	definition	p 'causally upstream or within' q iff (1) the end of p is before the end of q and (2) the execution of p exerts some causal influence over the outputs of q; i.e. if p was abolished or the outputs of p were to be modified, this would necessarily affect q.
INFO	lowercase_definition	causally downstream of or within	definition	inverse of causally upstream of or within
INFO	lowercase_definition	involved in regulation of	definition	c involved in regulation of p if c is involved in some p' and p' regulates some p
INFO	lowercase_definition	involved in positive regulation of	definition	c involved in regulation of p if c is involved in some p' and p' positively regulates some p
INFO	lowercase_definition	involved in negative regulation of	definition	c involved in regulation of p if c is involved in some p' and p' negatively regulates some p
INFO	lowercase_definition	involved in or involved in regulation of	definition	c involved in or regulates p if and only if either (i) c is involved in p or (ii) c is involved in regulation of p
INFO	lowercase_definition	is active in	definition	c executes activity in d if and only if c enables p and p occurs_in d.  Assuming no action at a distance by gene products, if a gene product enables (is capable of) a process that occurs in some structure, it must have at least some part in that structure.
INFO	lowercase_definition	has part that occurs in	definition	p has part that occurs in c if and only if there exists some p1, such that p has_part p1, and p1 occurs in c.
INFO	lowercase_definition	causal relation between processes	definition	p is causally related to q if and only if p or any part of p and q or any part of q are linked by a chain of events where each event pair is one of direct activation or direct inhibition. p may be upstream, downstream, part of or a container of q.
INFO	lowercase_definition	towards	definition	q towards e2 if and only if q is a relational quality such that q inheres-in some e, and e != e2 and q is dependent on e2
INFO	lowercase_definition	is direct form of	definition	<relation p is the direct form of relation q iff p is a subPropertyOf q, p does not have the Transitive characteristic, q does have the Transitive characteristic, and for all x, y: x q y -> exists z1, z2, ..., zn such that x p z1 ... z2n y>
INFO	lowercase_definition	has part structure that is capable of	definition	s 'has part structure that is capable of' p if and only if there exists some part x such that s 'has part' x and x 'capable of' p
INFO	lowercase_definition	is_opposite_of	definition	x is the opposite of y if there exists some distance metric M, and there exists no z such as M(x,z) <= M(x,y) or M(y,z) <= M(y,x).
INFO	lowercase_definition	produces	definition	<a produces b if some process that occurs_in a has_output b, where a and b are material entities. Examples: hybridoma cell line produces monoclonal antibody reagent; chondroblast produces avascular GAG-rich matrix.>
INFO	lowercase_definition	produced by	definition	a produced_by b iff some process that occurs_in b has_output a.
INFO	lowercase_definition	acts upstream of, positive effect	definition	c 'acts upstream of, positive effect' p if c is enables f, and f is causally upstream of p, and the direction of f is positive
INFO	lowercase_definition	acts upstream of, negative effect	definition	c 'acts upstream of, negative effect' p if c is enables f, and f is causally upstream of p, and the direction of f is negative
INFO	lowercase_definition	realized in response to	definition	r 'realized in response to' s iff, r is a realizable (e.g. a plant trait such as responsivity to drought), s is an environmental stimulus (a process), and s directly causes the realization of r.
INFO	lowercase_definition	decreased_in_magnitude_relative_to	definition	q1 decreased_in_magnitude_relative_to q2 if and only if magnitude(q1) < magnitude(q2). Here, magnitude(q) is a function that maps a quality to a unit-invariant scale.
INFO	lowercase_definition	different_in_magnitude_relative_to	definition	q1 different_in_magnitude_relative_to q2 if and only if magnitude(q1) NOT =~ magnitude(q2). Here, magnitude(q) is a function that maps a quality to a unit-invariant scale.
INFO	lowercase_definition	increased_in_magnitude_relative_to	definition	q1 increased_in_magnitude_relative_to q2 if and only if magnitude(q1) > magnitude(q2). Here, magnitude(q) is a function that maps a quality to a unit-invariant scale.
INFO	lowercase_definition	reciprocal_of	definition	<q1 reciprocal_of q2 if and only if : q1 and q2 are relational qualities and a phenotype e q1 e2 mutually implies a phenotype e2 q2 e.>
INFO	missing_superclass	entity	rdfs:subClassOf	
INFO	missing_superclass	chemical entity	rdfs:subClassOf	
INFO	missing_superclass	subatomic particle	rdfs:subClassOf	
INFO	missing_superclass	role	rdfs:subClassOf	
INFO	missing_superclass	cellular_component	rdfs:subClassOf	
INFO	missing_superclass	phenotype	rdfs:subClassOf	
